track_name,artist(s)_name,artist_count,released_year,released_month,released_day,in_spotify_playlists,in_spotify_charts,streams,in_apple_playlists,in_apple_charts,in_deezer_playlists,in_deezer_charts,in_shazam_charts,bpm,key,mode,danceability,valence,energy,acousticness,instrumentalness,liveness,speechiness,release_date
Do It To It,"Cherish, ACRAZE",2,2021,8,20,12403,0,674772936.0,183,63,465,0,11,125,B,Minor,85,64,81,2,5,7,9,2021-08-20
We Don't Talk About Bruno,"Adassa, Mauro Castillo, Stephanie Beatriz, Encanto - Cast, Rhenzy Feliz, Diane Guerrero, Carolina Gaitan",7,2021,11,19,2785,0,432719968.0,95,89,44,0,,206,,Minor,58,83,45,36,0,11,8,2021-11-19
Pepas,Farruko,1,2021,6,24,14114,17,1309887447.0,252,109,965,20,,130,G,Major,76,44,77,1,0,13,3,2021-06-24
How Do I Make You Love Me?,The Weeknd,1,2022,1,7,1915,0,119238316.0,7,47,15,0,0,121,G,Minor,80,62,51,2,0,9,8,2022-01-07
Gasoline,The Weeknd,1,2022,1,7,2297,0,116903579.0,11,29,14,0,0,123,F#,Minor,74,35,73,0,0,21,5,2022-01-07
Infinity,Jaymes Young,1,2017,6,23,4375,0,888046992.0,24,0,396,0,0,122,B,Minor,67,50,67,15,0,30,4,2017-06-23
Less Than Zero,The Weeknd,1,2022,1,7,2800,0,200660871.0,18,77,61,0,1,143,,Major,53,50,79,0,0,8,3,2022-01-07
Take My Breath,The Weeknd,1,2021,8,6,2597,0,130655803.0,17,80,38,0,0,121,A#,Minor,70,35,77,1,0,26,4,2021-08-06
good 4 u,Olivia Rodrigo,1,2021,5,14,15563,6,1887039593.0,259,55,461,1,,166,F#,Minor,56,68,66,28,0,11,18,2021-05-14
"Here We Goï¿½ï¿½ï¿½ Again (feat. Tyler, the Cr","The Weeknd, Tyler, The Creator",3,2022,1,7,1420,0,88103848.0,7,18,7,0,0,135,C#,Major,41,27,64,36,0,60,3,2022-01-07
Best Friends,The Weeknd,1,2022,1,7,1292,0,101114984.0,3,18,14,0,0,87,E,Minor,49,49,59,44,0,35,21,2022-01-07
Kiss Me More (feat. SZA),"SZA, Doja Cat",2,2021,4,9,15867,0,1575467011.0,382,65,497,0,12,111,G#,Major,77,74,66,30,0,13,3,2021-04-09
I Heard You're Married (feat. Lil Wayne),"The Weeknd, Lil Wayne",2,2022,1,7,1178,0,91656026.0,9,10,9,0,0,110,D,Major,75,85,84,10,0,31,19,2022-01-07
Need To Know,Doja Cat,1,2021,6,11,6672,0,1042568408.0,125,36,150,0,,130,C#,Major,66,19,61,30,0,9,7,2021-06-11
MONTERO (Call Me By Your Name),Lil Nas X,1,2020,9,18,12329,0,1735441776.0,275,19,738,0,,179,G#,Minor,61,76,51,30,0,38,15,2020-09-18
love nwantiti (ah ah ah),Ckay,1,2019,7,26,5669,2,726837877.0,74,0,262,14,,93,F,Minor,74,53,73,61,0,13,4,2019-07-26
Dawn FM,The Weeknd,1,2022,1,7,811,0,53933526.0,1,8,6,0,0,78,A,Minor,27,10,49,62,0,49,5,2022-01-07
Surface Pressure,Jessica Darrow,1,2021,11,19,1756,0,267758538.0,38,48,20,0,0,180,D,Major,65,37,58,2,0,4,31,2021-11-19
Starry Eyes,The Weeknd,1,2022,1,7,1014,0,74601456.0,1,17,11,0,0,86,A,Minor,28,13,41,50,0,19,3,2022-01-07
THATS WHAT I WANT,Lil Nas X,1,2021,9,17,7963,0,920797189.0,173,7,298,0,4,88,C#,Minor,74,55,85,1,0,5,22,2021-09-17
One Right Now (with The Weeknd),"The Weeknd, Post Malone",2,2021,11,5,4771,0,539595276.0,68,18,75,0,1,97,C#,Major,68,72,78,4,0,7,5,2021-11-05
Beggin,Mï¿½ï¿½ne,1,2017,12,8,8559,0,1367810478.0,183,64,964,9,75,134,B,Minor,71,59,80,13,0,36,5,2017-12-08
Mon Amour - Remix,"Aitana, zzoilo",2,2020,9,21,3221,2,578207856.0,67,13,139,0,40,116,D,Major,75,36,76,12,0,10,10,2020-09-21
Lo Siento BB:/ (with Bad Bunny & Julieta Venegas),"Julieta Venegas, Bad Bunny, Tainy",3,2021,10,5,3423,26,775542072.0,61,65,53,6,0,170,E,Minor,64,14,70,9,0,9,8,2021-10-05
MONEY,Lisa,1,2021,9,10,2566,13,863625566.0,44,109,131,0,,140,C#,Minor,83,40,55,16,0,14,23,2021-09-10
The Motto,"Tiï¿½ï¿½sto, Ava",2,2021,11,4,9151,6,656013912.0,240,107,268,0,5,118,G,Minor,75,46,76,3,0,9,4,2021-11-04
Happier Than Ever,Billie Eilish,1,2021,7,30,8476,0,1056760045.0,138,133,283,0,,65,,Major,31,31,24,76,0,14,4,2021-07-30
Moth To A Flame (with The Weeknd),"The Weeknd, Swedish House Mafia",2,2021,10,22,7495,17,611994237.0,114,172,284,2,,120,,Minor,56,16,67,0,0,11,4,2021-10-22
traitor,"Juan Cruz Toledo, Huilen Toledo",2,2021,5,21,5257,6,1230855859.0,85,43,134,0,,176,D#,Major,29,12,33,68,0,12,5,2021-05-21
Toxic,BoyWithUke,1,2021,9,10,1795,0,582981380.0,34,23,118,0,,180,G#,Minor,59,69,61,84,0,46,36,2021-09-10
drivers license,Olivia Rodrigo,1,2021,1,8,12685,3,1858144199.0,185,61,485,0,,144,A#,Major,59,21,43,76,0,10,7,2021-01-08
Malvadï¿½ï¿,"Xamï¿½ï¿½, Gustah, Neo B",3,2021,11,30,648,1,240684449.0,14,3,81,0,0,133,F#,Minor,82,52,61,38,0,14,27,2021-11-30
All Too Well (10 Minute Version) (Taylor's Version) (From The Vault),Taylor Swift,1,2021,11,12,4635,5,583687007.0,50,49,30,1,2,93,,Major,63,21,52,28,0,9,3,2021-11-12
Donï¿½ï¿½ï¿½t Break My,The Weeknd,1,2022,1,7,1184,0,63803529.0,1,5,6,0,0,122,A#,Major,77,25,62,34,0,23,3,2022-01-07
Oh My God,Adele,1,2021,11,19,4431,0,466214729.0,105,7,199,0,0,88,C#,Major,53,55,73,9,0,3,5,2021-11-19
Entre Nosotros (Remix) [con Nicki Nicole],"Lit Killah, Maria Becerra, Tiago pzk, NICKI NICOLE",4,2022,1,5,759,3,236940480.0,32,0,12,0,0,170,F,Minor,70,61,44,40,0,37,4,2022-01-05
A Tale By Quincy,The Weeknd,1,2022,1,7,733,0,41924466.0,0,2,2,0,0,94,F,Minor,46,55,50,71,0,10,11,2022-01-07
I AM WOMAN,Emmy Meli,1,2021,11,18,2795,0,225259194.0,45,0,107,0,0,170,A#,Major,65,46,47,12,0,13,16,2021-11-18
Medallo,"Justin Quiles, Lenny Tavï¿½ï¿½rez, BL",3,2021,10,27,2780,2,393230256.0,54,21,57,1,0,90,E,Minor,79,79,70,57,0,66,8,2021-10-27
It'll Be Okay,Shawn Mendes,1,2021,12,1,1950,0,287201015.0,56,8,104,0,10,78,G,Major,40,7,29,62,0,9,3,2021-12-01
Softcore,The Neighbourhood,1,2018,3,9,3947,12,599770206.0,33,102,93,0,30,94,D,Major,57,36,58,5,0,15,3,2018-03-09
Super Gremlin,Kodak Black,1,2021,10,30,2551,0,342779426.0,52,15,35,0,1,73,D,Major,83,11,41,0,0,36,14,2021-10-30
Volvï¿,"Aventura, Bad Bunny",2,2021,8,3,5375,10,673801126.0,138,24,133,0,1,176,C#,Major,73,79,86,42,0,7,18,2021-08-03
Todo De Ti,Rauw Alejandro,1,2020,11,2,11975,8,1168642797.0,188,75,268,6,16,128,D#,Minor,81,57,63,40,1,10,4,2020-11-02
Love Nwantiti - Remix,"Ckay, AX'EL, Dj Yo!",3,2019,8,30,2696,0,540539717.0,42,2,57,0,,120,G#,Major,58,44,60,44,9,5,6,2019-08-30
Smokin Out The Window,"Bruno Mars, Anderson .Paak, Silk Sonic",3,2021,11,5,4963,0,383550148.0,63,40,76,0,0,82,D,Major,63,85,62,6,0,35,4,2021-11-05
Meet Me At Our Spot,"THE ANXIETY, Willow, Tyler Cole",3,2020,3,13,6734,0,530511203.0,47,14,90,0,1,95,D,Major,77,40,47,2,0,9,3,2020-03-13
Every Angel is Terrifying,The Weeknd,1,2022,1,7,715,0,37307967.0,0,1,2,0,0,118,,Major,44,52,94,11,0,4,29,2022-01-07
Tacones Rojos,Sebastian Yatra,1,2021,10,22,3047,9,510876816.0,77,31,85,5,28,123,B,Minor,75,93,86,8,0,14,3,2021-10-22
Peaches (feat. Daniel Caesar & Giveon),"Justin Bieber, Daniel Caesar, Giveon",3,2021,3,19,14140,0,1445941661.0,231,52,612,6,,90,,Major,63,49,68,38,0,42,18,2021-03-19
Dakiti,"Bad Bunny, Jhay Cortez",2,2020,10,30,11215,21,1763363713.0,189,166,525,9,25,110,E,Minor,73,14,57,40,0,11,5,2020-10-30
"Tiago PZK: Bzrp Music Sessions, Vol. 48","Bizarrap, Tiago pzk",2,2021,12,29,1678,12,374191487.0,20,4,15,1,3,96,C#,Minor,66,76,82,47,0,10,32,2021-12-29
Lï¿½ï¿½ï¿,Stromae,1,2022,1,9,2035,0,108809090.0,41,122,394,0,2,88,D,Minor,56,58,55,35,0,23,11,2022-01-09
Nostï¿½ï¿½l,"Chris Brown, Rvssian, Rauw Alejandro",3,2021,9,8,2780,2,436695353.0,86,76,59,0,16,98,A,Minor,73,60,85,17,0,24,5,2021-09-08
Better Days (NEIKED x Mae Muller x Polo G),"NEIKED, Mae Muller, Polo G",3,2021,9,24,4091,0,421040617.0,105,2,73,13,1,110,,Minor,72,67,68,0,0,14,4,2021-09-24
Life Goes On,Oliver Tree,1,2020,7,17,2868,0,501541661.0,43,15,116,0,,80,,Major,70,57,49,19,0,12,8,2020-07-17
Sad Girlz Luv Money Remix (feat. Kali Uchis),"Kali Uchis, Amaarae, Moliy",3,2021,9,16,3643,0,354065229.0,69,3,70,0,3,110,C#,Minor,86,31,53,43,0,11,6,2021-09-16
Butter,BTS,1,2021,5,21,4779,6,1143647827.0,180,135,223,0,5,110,G#,Major,79,70,36,0,0,6,11,2021-05-21
pushin P (feat. Young Thug),"Young Thug, Future, Gunna",3,2022,1,7,3517,0,311395144.0,54,28,43,0,0,78,C#,Minor,77,49,42,1,1,13,19,2022-01-07
You Right,"Doja Cat, The Weeknd",2,2021,6,24,5073,0,672656250.0,83,9,100,0,4,129,G#,Major,83,44,62,2,0,8,6,2021-06-24
deja vu,Olivia Rodrigo,1,2021,4,1,7545,4,1256880657.0,117,39,141,0,46,181,A,Major,44,22,60,61,0,42,9,2021-04-01
Dynamite,BTS,1,2020,8,21,8528,5,1692897992.0,239,163,583,0,,114,F#,Minor,75,74,77,1,0,9,10,2020-08-21
TO THE MOON,Jnr Choi,1,2021,11,5,2979,0,245095641.0,44,0,159,0,0,144,D,Major,74,39,65,5,1,11,35,2021-11-05
Lost in the Fire,"The Weeknd, Gesaffelstein",2,2019,1,11,7731,2,686734357.0,110,145,447,0,46,101,D,Major,66,18,68,9,0,12,4,2019-01-11
Salimo de Noche,"Trueno, Tiago pzk",2,2021,10,21,1057,0,261414174.0,17,5,21,0,0,84,D,Major,67,78,63,29,0,12,5,2021-10-21
Volando - Remix,"Sech, Bad Bunny, Mora",3,2021,7,8,3272,19,610045621.0,101,34,70,1,2,154,F#,Major,66,63,69,21,0,11,7,2021-07-08
Leave The Door Open,"Bruno Mars, Anderson .Paak, Silk Sonic",3,2021,3,5,14417,0,1115880852.0,237,123,569,0,10,148,F,Major,59,72,62,18,0,9,3,2021-03-05
Knife Talk (with 21 Savage ft. Project Pat),"Drake, Project Pat, 21 Savage",3,2021,9,3,5199,0,594482982.0,45,43,45,0,3,146,F,Minor,85,22,37,13,0,7,30,2021-09-03
Don't Be Shy,"Tiï¿½ï¿½sto, Kar",2,2021,8,1,6026,0,566954746.0,171,51,187,1,21,120,B,Minor,77,51,79,20,0,26,6,2021-08-01
LA FAMA (with The Weeknd),"The Weeknd, ROSALï¿½",2,2021,11,11,4640,3,374706940.0,81,93,507,6,4,136,,Minor,77,82,30,95,0,13,5,2021-11-11
The Family Madrigal,"Olga Merediz, Stephanie Beatriz, Encanto - Cast",3,2021,11,19,1150,0,184937148.0,20,38,12,0,0,141,C#,Major,59,56,63,12,0,6,36,2021-11-19
Phantom Regret by Jim,The Weeknd,1,2022,1,7,768,0,31959571.0,1,1,3,0,0,108,A,Minor,46,23,48,75,30,14,4,2022-01-07
Dos Oruguitas,Sebastian Yatra,1,2021,11,19,925,0,167076418.0,24,47,74,0,0,94,,Major,42,47,36,76,0,9,5,2021-11-19
Freaks,Surf Curse,1,2015,5,10,3006,3,824420218.0,23,21,121,0,13,180,A,Major,35,41,94,0,63,5,5,2015-05-10
Acapulco,Jason Derulo,1,2021,9,1,3098,0,363467642.0,111,5,182,1,0,122,A#,Major,77,51,79,5,0,16,5,2021-09-01
Daddy Issues,The Neighbourhood,1,2015,10,30,9771,4,1127468248.0,42,70,384,0,3,85,A#,Major,59,33,52,7,15,12,3,2015-10-30
thought i was playing,"21 Savage, Gunna",2,2022,1,7,807,0,60680939.0,3,0,5,0,0,148,C#,Major,68,29,73,0,0,7,7,2022-01-07
ELEVEN,IVE,1,2021,12,1,521,1,247737946.0,17,89,11,0,0,120,A,Major,83,59,73,6,0,5,11,2021-12-01
Mood (feat. Iann Dior),"24kgoldn, Iann Dior",2,2020,7,24,12854,0,1699402402.0,237,27,636,0,,91,G,Minor,70,76,72,22,0,27,4,2020-07-24
What Else Can I Do?,"Stephanie Beatriz, Diane Guerrero",2,2021,11,19,802,0,154797871.0,13,27,8,0,0,120,E,Major,72,54,71,26,0,10,4,2021-11-19
DANCE CRIP,Trueno,1,2021,11,17,731,0,198883004.0,14,14,24,0,4,106,,Major,86,86,79,11,0,8,9,2021-11-17
Miserable Man,David Kushner,1,2022,1,7,788,0,124407432.0,13,0,32,1,0,110,A#,Major,63,31,35,93,0,29,3,2022-01-07
happier,Olivia Rodrigo,1,2021,5,21,3069,4,850608354.0,25,46,105,0,45,169,F#,Major,39,36,45,81,0,8,13,2021-05-21
Praise God,Kanye West,1,2021,8,29,4651,0,376333030.0,24,6,105,0,0,118,C#,Major,80,21,55,1,0,26,17,2021-08-29
Get Into It (Yuh),Doja Cat,1,2021,6,25,4999,0,516784627.0,43,19,73,12,0,92,G#,Minor,91,79,66,32,0,9,16,2021-06-25
Before You Go,Lewis Capaldi,1,2019,11,1,8327,24,1608045237.0,205,130,625,0,25,112,D#,Major,45,19,60,63,0,9,6,2019-11-01
Sky,Playboi Carti,1,2020,12,25,3297,3,506778838.0,25,3,52,0,1,140,D,Major,79,56,91,26,0,13,21,2020-12-25
Rolling in the Deep,Adele,1,2010,11,29,35684,6,1472799873.0,195,125,"6,280",2,78,105,G#,Major,73,52,76,13,0,5,3,2010-11-29
Sobrio,Maluma,1,2021,7,8,3506,10,513643924.0,103,76,100,1,1,178,F,Major,76,63,77,14,0,15,22,2021-07-08
Peru,"Ed Sheeran, Fireboy DML",2,2021,12,23,2999,0,261286503.0,60,17,154,0,22,108,G,Minor,96,71,42,57,0,8,9,2021-12-23
favorite crime,Olivia Rodrigo,1,2021,5,21,3681,0,783706581.0,20,21,99,0,7,173,A,Major,40,19,29,86,0,34,4,2021-05-21
Thunder,"Prezioso, Gabry Ponte, LUM!X",3,2021,5,7,4846,10,422691058.0,54,16,259,0,13,101,C#,Major,67,40,90,3,0,34,6,2021-05-07
The Business,Tiï¿½ï¿,1,2020,1,1,14311,0,1062345656.0,255,32,582,0,14,120,G#,Minor,80,24,62,41,2,11,23,2020-01-01
positions,Ariana Grande,1,2020,10,23,8207,0,1252563873.0,175,55,95,0,2,144,,Major,73,66,80,44,0,9,12,2020-10-23
I WANNA BE YOUR SLAVE,Mï¿½ï¿½ne,1,2021,3,19,4873,0,851070493.0,65,88,434,3,13,133,C#,Major,75,96,61,0,0,18,4,2021-03-19
Vai Lï¿½ï¿½ Em Casa ,"Marï¿½ï¿½lia Mendonï¿½ï¿½a, George Henrique &",2,2021,10,22,772,0,263894529.0,7,3,89,0,0,158,G#,Minor,46,62,83,53,0,97,28,2021-10-22
The Feels,TWICE,1,2021,10,1,1150,0,345903614.0,20,99,44,0,2,120,A,Major,81,92,90,9,0,8,7,2021-10-01
HEARTBREAK ANNIVERSARY,Giveon,1,2020,2,21,5398,4,951637566.0,111,127,210,0,37,129,,Major,61,59,46,56,0,13,5,2020-02-21
No Lie,"Sean Paul, Dua Lipa",2,2016,11,18,7370,0,956865266.0,92,127,"1,219",0,62,102,G,Major,74,45,89,5,0,26,13,2016-11-18
OUT OUT (feat. Charli XCX & Saweetie),"Charli XCX, Jax Jones, Joel Corry, Saweetie",4,2021,8,13,6890,0,427486004.0,122,11,201,0,1,124,G#,Minor,79,79,84,2,0,5,5,2021-08-13
Pope Is a Rockstar,SALES,1,2016,4,20,1966,0,156658366.0,4,2,50,0,0,90,E,Minor,73,31,45,85,24,11,3,2016-04-20
2055,Sleepy hallow,1,2021,4,14,2226,0,624515457.0,29,0,44,0,0,161,F#,Minor,78,65,52,46,0,12,31,2021-04-14
Bored,Billie Eilish,1,2017,3,30,4204,0,777765388.0,39,45,250,0,0,120,G,Major,60,11,33,90,0,8,5,2017-03-30
Happier Than Ever - Edit,Billie Eilish,1,2021,7,28,1959,0,412795151.0,19,0,38,0,0,81,,Major,45,12,57,7,0,23,3,2021-07-28
Astronaut In The Ocean,Masked Wolf,1,2019,1,1,7191,0,1138474110.0,146,18,478,0,7,150,E,Minor,78,47,70,18,0,15,9,2019-01-01
Ley Seca,"Anuel Aa, Jhay Cortez",2,2021,9,2,2012,0,355219175.0,101,12,38,0,0,105,G#,Major,76,58,84,10,0,13,10,2021-09-02
Every Summertime,NIKI,1,2021,8,10,1211,2,290228626.0,30,2,5,0,6,79,F#,Major,63,76,67,38,0,6,4,2021-08-10
Talking To The Moon,Bruno Mars,1,2010,10,4,7109,2,1062956628.0,5,0,862,0,0,146,C#,Minor,52,7,61,51,0,11,3,2010-10-04
you broke me first,Tate McRae,1,2020,4,17,6638,0,1180094974.0,167,19,318,0,1,124,E,Major,64,8,37,79,0,9,5,2020-04-17
The Nights,Avicii,1,2014,1,1,17354,8,1456081449.0,92,122,"1,282",0,55,126,F#,Major,53,66,85,2,0,24,4,2014-01-01
Take My Breath,The Weeknd,1,2021,8,6,6392,0,432702334.0,174,73,344,0,0,121,G#,Major,75,53,74,2,0,11,5,2021-08-06
Way 2 Sexy (with Future & Young Thug),"Drake, Future, Young Thug",3,2021,9,3,5481,0,489945871.0,144,30,86,0,0,136,B,Minor,80,33,60,0,0,32,14,2021-09-03
Cï¿½ï¿½,Rauw Alejandro,1,2021,6,25,2636,3,465959382.0,36,82,39,0,5,102,A,Minor,77,26,63,58,0,11,5,2021-06-25
Enemy - from the series Arcane League of Legends,"Imagine Dragons, League of Legends, Arcane",3,2021,10,27,824,0,1223481149.0,8,8,8,2,0,77,G,Major,73,54,74,23,0,41,23,2021-10-27
Dance Monkey,Tones and I,1,2019,5,10,24529,0,2864791672.0,533,167,"3,595",6,,98,F#,Minor,82,54,59,69,0,18,10,2019-05-10
Lucid Dreams,Juice WRLD,1,2017,6,15,14749,0,2288695111.0,188,34,710,0,5,84,B,Minor,44,22,48,38,0,33,24,2017-06-15
Quï¿½ï¿½ Mï¿½ï¿,"J Balvin, Maria Becerra",2,2021,1,28,8087,0,720825549.0,92,34,131,0,0,102,G#,Major,89,77,82,3,0,17,11,2021-01-28
All of Me,John Legend,1,2013,8,1,27221,0,2086124197.0,308,118,"4,534",2,77,120,G#,Major,42,33,26,92,0,13,3,2013-08-01
Smells Like Teen Spirit - Remastered 2021,Nirvana,1,1991,9,10,49991,9,1690192927.0,265,121,"12,367",4,160,117,C#,Major,52,73,91,0,0,11,7,1991-09-10
Arcade,Duncan Laurence,1,2019,3,7,6646,0,991336132.0,107,47,584,1,,72,A,Minor,45,27,33,82,0,14,4,2019-03-07
Fair Trade (with Travis Scott),"Drake, Travis Scott",2,2021,9,3,5403,6,593917618.0,118,116,96,0,3,168,C#,Major,67,29,47,5,0,22,26,2021-09-03
Bar,"Tini, L-Gante",2,2021,11,11,755,4,200972675.0,22,3,0,0,0,94,C#,Major,52,68,69,13,0,33,8,2021-11-11
The Rumbling (TV Size),SiM,1,2022,1,10,254,0,71014967.0,0,4,23,0,0,145,G#,Major,41,65,88,0,0,26,5,2022-01-10
family ties (with Kendrick Lamar),"Kendrick Lamar, Baby Keem",2,2021,8,27,6308,5,560222750.0,114,15,63,0,2,134,C#,Major,71,14,61,1,0,23,33,2021-08-27
Mr. Brightside,The Killers,1,2003,9,23,51979,15,1806617704.0,306,99,"5,063",2,120,148,C#,Major,35,24,93,0,0,10,8,2003-09-23
Blessed-Cursed,ENHYPEN,1,2022,1,10,246,0,77337771.0,2,12,10,0,0,127,E,Minor,60,40,89,9,0,60,6,2022-01-10
AM Remix,"J Balvin, Nio Garcia, Bad Bunny",3,2021,6,24,6556,0,528544703.0,93,5,67,1,0,172,F#,Minor,74,79,66,11,0,8,16,2021-06-24
Streets,Doja Cat,1,2019,11,7,5728,0,865640097.0,85,87,179,0,12,90,B,Major,75,19,46,21,4,34,8,2019-11-07
Shallow,"Lady Gaga, Bradley Cooper",2,2018,9,27,16636,12,2159346687.0,368,155,"2,854",6,121,96,G,Major,57,30,40,38,0,26,3,2018-09-27
Polaroid Love,ENHYPEN,1,2022,1,10,461,0,211372494.0,10,56,17,0,0,138,G,Minor,74,65,67,46,0,36,4,2022-01-10
Leave Before You Love Me (with Jonas Brothers),"Marshmello, Jonas Brothers",2,2021,4,28,4893,4,651732901.0,143,24,110,0,70,120,G,Major,72,67,72,0,0,13,4,2021-04-28
Permission to Dance,BTS,1,2021,7,9,1801,2,608334048.0,77,134,74,0,2,125,A,Major,70,65,74,1,0,34,4,2021-07-09
Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit,"Riton, Nightcrawlers, Mufasa & Hypeman, Dopamine",4,2021,1,15,12043,0,863756573.0,209,54,710,0,18,123,D,Major,82,80,86,1,0,30,13,2021-01-15
RAPSTAR,Polo G,1,2021,4,9,4731,0,797402345.0,141,12,78,0,0,81,F#,Major,79,44,54,41,0,13,24,2021-04-09
'Till I Collapse,"Eminem, Nate Dogg",2,2002,5,26,22923,0,1695712020.0,78,46,"2,515",1,0,171,C#,Major,55,10,85,7,0,8,20,2002-05-26
Memories,Maroon 5,1,2019,9,20,9974,2,1759567999.0,272,67,"1,066",1,19,91,B,Major,77,60,32,84,0,8,5,2019-09-20
Se Le Ve,"Arcangel, De La Ghetto, Justin Quiles, Lenny Tavï¿½ï¿½rez, Sech, Dalex, Dimelo Flow, Rich Music",8,2021,8,12,1560,0,223319934.0,72,0,0,0,0,84,G,Minor,56,61,76,10,0,14,11,2021-08-12
25k jacket (feat. Lil Baby),"Gunna, Lil Baby",2,2022,1,7,620,0,54937991.0,17,3,3,0,0,115,F,Minor,90,74,54,16,0,13,28,2022-01-07
When Iï¿½ï¿½ï¿½m Gone (with Katy ,"Katy Perry, Alesso",2,2021,12,29,3270,0,226897599.0,89,21,65,0,0,125,,Major,69,70,89,4,0,49,3,2021-12-29
Esqueï¿½ï¿½a-Me Se For C,"Marï¿½ï¿½lia Mendonï¿½ï¿½a, Maiara &",2,2021,10,14,580,0,258316038.0,24,92,93,0,0,122,F#,Minor,80,62,69,28,0,13,7,2021-10-14
Miï¿½ï¿½n,"Tini, Maria Becerra",2,2021,4,29,3406,16,596152090.0,61,23,70,1,0,92,D,Major,85,92,54,16,0,29,7,2021-04-29
Sï¿½ï¿½,"Anuel Aa, Myke Towers, Jhay Cortez",3,2021,11,18,903,0,177129919.0,30,26,15,0,0,90,F#,Minor,63,75,75,17,0,11,8,2021-11-18
MAMIII,"Karol G, Becky G",2,2022,2,10,6809,28,716591492.0,151,102,175,5,29,94,E,Minor,84,90,70,9,0,14,8,2022-02-10
Still D.R.E.,"Dr. Dre, Snoop Dogg",2,1999,1,1,33966,0,1210599487.0,141,78,"6,591",1,0,93,B,Major,81,53,78,18,0,6,24,1999-01-01
Stay Alive (Prod. SUGA of BTS),Jung Kook,1,2022,2,11,590,5,246376690.0,4,113,20,0,1,130,D,Minor,51,50,76,30,0,10,7,2022-02-11
Boyfriend,Dove Cameron,1,2022,2,11,3766,0,496311364.0,76,0,102,0,2,180,G,Minor,35,23,61,23,0,19,6,2022-02-11
The Joker And The Queen (feat. Taylor Swift),"Ed Sheeran, Taylor Swift",2,2022,2,11,1430,0,146789379.0,46,1,34,0,0,134,,Major,53,31,31,92,0,28,3,2022-02-11
The Next Episode,"Dr. Dre, Snoop Dogg",2,1999,1,1,31762,0,843309044.0,142,40,"5,451",1,953,95,D#,Minor,92,31,89,3,0,8,25,1999-01-01
Light Switch,Charlie Puth,1,2022,1,19,4049,0,500340342.0,119,6,85,1,1,184,F#,Major,69,91,63,11,0,9,31,2022-01-19
City of Gods,"Kanye West, Alicia Keys, Fivio Foreign",3,2022,2,11,2096,0,107255472.0,34,3,30,0,0,147,G#,Minor,47,50,80,10,0,32,38,2022-02-11
Brividi,"Mahmood, Blanco",2,2022,2,2,1175,0,135079152.0,34,1,31,0,0,123,G,Major,52,44,60,40,0,26,3,2022-02-02
Lost,Frank Ocean,1,2012,1,1,29499,11,822239726.0,124,27,587,0,4,123,A#,Minor,91,49,61,3,0,17,22,2012-01-01
In Da Club,50 Cent,1,2002,1,1,30427,7,1202722675.0,235,106,"5,221",1,35,90,F#,Minor,90,79,71,26,0,7,37,2002-01-01
she's all i wanna be,Tate McRae,1,2022,2,4,2711,0,343197054.0,105,12,51,0,12,160,D,Minor,61,65,64,1,0,12,4,2022-02-04
Ginseng Strip 2002,Yung Lean,1,2013,8,16,4310,0,240769997.0,13,0,113,1,3,115,C#,Major,60,37,71,8,0,48,4,2013-08-16
All For Us - from the HBO Original Series Euphoria,"Labrinth, Zendaya",2,2019,8,4,5342,0,426204830.0,33,123,7,0,4,141,D#,Major,37,17,67,2,0,34,9,2019-08-04
Notion,The Rare Occasions,1,2016,8,5,2393,0,421135627.0,22,13,65,0,6,160,A,Major,31,30,88,7,0,8,8,2016-08-05
Formula,Labrinth,1,2019,10,4,3444,7,554875730.0,24,85,102,0,1,145,B,Major,57,23,66,4,6,15,4,2019-10-04
Mount Everest,Labrinth,1,2019,6,21,5443,0,467727006.0,45,1,80,0,12,89,,Minor,46,43,43,23,8,8,22,2019-06-21
Excuses,"Intense, AP Dhillon, Gurinder Gill",3,2020,7,24,272,4,327498031.0,7,21,2,0,0,95,F,Minor,84,49,72,8,0,15,8,2020-07-24
Cigarettes,Juice WRLD,1,2021,12,10,975,0,185408548.0,11,0,10,0,0,160,D,Major,60,47,62,3,0,38,4,2021-12-10
"Cayï¿½ï¿½ La Noche (feat. Cruz Cafunï¿½ï¿½, Abhir Hathi, Bejo, EL IMA)","Quevedo, La Pantera, Juseph, Cruz Cafunï¿½ï¿½, Bï¿½ï¿½jo, Abhir Hathi",7,2022,1,14,1034,1,245400167.0,19,5,12,0,0,174,F,Minor,67,74,75,44,0,7,30,2022-01-14
California Love - Original Version (Explicit),"Dr. Dre, 2Pac, Roger",3,1995,12,28,18773,0,579395142.0,128,17,"1,663",0,0,92,G,Major,77,76,84,3,0,38,4,1995-12-28
Forgot About Dre,"Eminem, Dr. Dre",2,1999,1,1,19067,0,675039469.0,78,15,"1,674",0,3,134,G#,Major,93,61,74,9,0,17,8,1999-01-01
Down Under (feat. Colin Hay),"Luude, Colin Hay",2,2021,11,19,3541,2,252871192.0,57,13,50,1,7,172,B,Minor,31,4,86,1,0,28,17,2021-11-19
Mujeriego,Ryan Castro,1,2021,12,17,1492,0,231996128.0,44,63,91,0,24,80,A,Major,76,92,62,6,0,8,13,2021-12-17
